Path,ID,Filename,Label,Category Level 1,Category Level 2,Predicted_Label
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00086/seq2.jpg,hou02614c00086,seq2.jpg,(seq. 2),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00153/seq2.jpg,hou02614c00153,seq2.jpg,(seq. 2),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00153/seq6.jpg,hou02614c00153,seq6.jpg,(seq. 6),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00153/seq38.jpg,hou02614c00153,seq38.jpg,(seq. 38),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00153/seq45.jpg,hou02614c00153,seq45.jpg,(seq. 45),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00153/seq47.jpg,hou02614c00153,seq47.jpg,(seq. 47),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq1.jpg,hou02614c00171,seq1.jpg,[p. 1] (seq. 1),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq2.jpg,hou02614c00171,seq2.jpg,[pp. 2-3] (seq. 2),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq3.jpg,hou02614c00171,seq3.jpg,[pp. 4-5] (seq. 3),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq4.jpg,hou02614c00171,seq4.jpg,[pp. 6-7] (seq. 4),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq5.jpg,hou02614c00171,seq5.jpg,[pp. 8-9] (seq. 5),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq6.jpg,hou02614c00171,seq6.jpg,[pp. 10-11] (seq. 6),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq7.jpg,hou02614c00171,seq7.jpg,[pp. 12-13] (seq. 7),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq8.jpg,hou02614c00171,seq8.jpg,[pp. 14-15] (seq. 8),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq9.jpg,hou02614c00171,seq9.jpg,[pp. 16-17] (seq. 9),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq10.jpg,hou02614c00171,seq10.jpg,[pp. 18-19] (seq. 10),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq11.jpg,hou02614c00171,seq11.jpg,[pp. 20-21] (seq. 11),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq12.jpg,hou02614c00171,seq12.jpg,[pp. 22-23] (seq. 12),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq8.jpg,hou02614c00285,seq8.jpg,(seq. 8),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq10.jpg,hou02614c00285,seq10.jpg,(seq. 10),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq23.jpg,hou02614c00285,seq23.jpg,(seq. 23),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq25.jpg,hou02614c00285,seq25.jpg,(seq. 25),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq27.jpg,hou02614c00285,seq27.jpg,(seq. 27),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq28.jpg,hou02614c00285,seq28.jpg,(seq. 28),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq29.jpg,hou02614c00285,seq29.jpg,(seq. 29),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq30.jpg,hou02614c00285,seq30.jpg,(seq. 30),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq31.jpg,hou02614c00285,seq31.jpg,(seq. 31),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq33.jpg,hou02614c00285,seq33.jpg,(seq. 33),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq35.jpg,hou02614c00285,seq35.jpg,(seq. 35),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq36.jpg,hou02614c00285,seq36.jpg,(seq. 36),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq37.jpg,hou02614c00285,seq37.jpg,(seq. 37),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq41.jpg,hou02614c00285,seq41.jpg,(seq. 41),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq45.jpg,hou02614c00285,seq45.jpg,(seq. 45),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq46.jpg,hou02614c00285,seq46.jpg,(seq. 46),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq51.jpg,hou02614c00285,seq51.jpg,(seq. 51),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq58.jpg,hou02614c00285,seq58.jpg,(seq. 58),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq60.jpg,hou02614c00285,seq60.jpg,(seq. 60),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq78.jpg,hou02614c00285,seq78.jpg,(seq. 78),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq79.jpg,hou02614c00285,seq79.jpg,(seq. 79),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq80.jpg,hou02614c00285,seq80.jpg,(seq. 80),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq82.jpg,hou02614c00285,seq82.jpg,(seq. 82),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq86.jpg,hou02614c00285,seq86.jpg,(seq. 86),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq88.jpg,hou02614c00285,seq88.jpg,(seq. 88),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq89.jpg,hou02614c00285,seq89.jpg,(seq. 89),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq90.jpg,hou02614c00285,seq90.jpg,(seq. 90),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq96.jpg,hou02614c00285,seq96.jpg,(seq. 96),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq114.jpg,hou02614c00285,seq114.jpg,(seq. 114),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq115.jpg,hou02614c00285,seq115.jpg,(seq. 115),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq116.jpg,hou02614c00285,seq116.jpg,(seq. 116),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq117.jpg,hou02614c00285,seq117.jpg,(seq. 117),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq118.jpg,hou02614c00285,seq118.jpg,(seq. 118),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq120.jpg,hou02614c00285,seq120.jpg,(seq. 120),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq121.jpg,hou02614c00285,seq121.jpg,(seq. 121),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq122.jpg,hou02614c00285,seq122.jpg,(seq. 122),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq123.jpg,hou02614c00285,seq123.jpg,(seq. 123),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq125.jpg,hou02614c00285,seq125.jpg,(seq. 125),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq130.jpg,hou02614c00285,seq130.jpg,(seq. 130),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq131.jpg,hou02614c00285,seq131.jpg,(seq. 131),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq139.jpg,hou02614c00285,seq139.jpg,(seq. 139),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq140.jpg,hou02614c00285,seq140.jpg,(seq. 140),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq142.jpg,hou02614c00285,seq142.jpg,(seq. 142),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq148.jpg,hou02614c00285,seq148.jpg,(seq. 148),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq151.jpg,hou02614c00285,seq151.jpg,(seq. 151),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq155.jpg,hou02614c00285,seq155.jpg,(seq. 155),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq202.jpg,hou02614c00285,seq202.jpg,(seq. 202),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq204.jpg,hou02614c00285,seq204.jpg,(seq. 204),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq205.jpg,hou02614c00285,seq205.jpg,(seq. 205),I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/A. Mathematics/hou02614c02469/seq1.jpg,hou02614c02469,seq1.jpg,"Harvard University, Houghton Library, modbm_ms_am_1632_277_p171",I. Manuscripts,A. Mathematics,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00290/seq68.jpg,hou02614c00290,seq68.jpg,(seq. 68),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq34.jpg,hou02614c00299,seq34.jpg,(seq. 34),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq38.jpg,hou02614c00299,seq38.jpg,(seq. 38),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq42.jpg,hou02614c00299,seq42.jpg,(seq. 42),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq58.jpg,hou02614c00299,seq58.jpg,(seq. 58),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq62.jpg,hou02614c00299,seq62.jpg,(seq. 62),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq65.jpg,hou02614c00299,seq65.jpg,(seq. 65),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq66.jpg,hou02614c00299,seq66.jpg,(seq. 66),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq82.jpg,hou02614c00299,seq82.jpg,(seq. 82),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq87.jpg,hou02614c00299,seq87.jpg,(seq. 87),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq89.jpg,hou02614c00299,seq89.jpg,(seq. 89),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq93.jpg,hou02614c00299,seq93.jpg,(seq. 93),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq100.jpg,hou02614c00299,seq100.jpg,(seq. 100),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq131.jpg,hou02614c00299,seq131.jpg,(seq. 131),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq132.jpg,hou02614c00299,seq132.jpg,(seq. 132),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq133.jpg,hou02614c00299,seq133.jpg,(seq. 133),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq161.jpg,hou02614c00299,seq161.jpg,(seq. 161),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq169.jpg,hou02614c00299,seq169.jpg,(seq. 169),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq171.jpg,hou02614c00299,seq171.jpg,(seq. 171),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq173.jpg,hou02614c00299,seq173.jpg,(seq. 173),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq16.jpg,hou02614c00302,seq16.jpg,(seq. 16),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq20.jpg,hou02614c00302,seq20.jpg,(seq. 20),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq31.jpg,hou02614c00302,seq31.jpg,(seq. 31),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq32.jpg,hou02614c00302,seq32.jpg,(seq. 32),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq37.jpg,hou02614c00302,seq37.jpg,(seq. 37),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq40.jpg,hou02614c00302,seq40.jpg,(seq. 40),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq42.jpg,hou02614c00302,seq42.jpg,(seq. 42),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq44.jpg,hou02614c00302,seq44.jpg,(seq. 44),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq103.jpg,hou02614c00302,seq103.jpg,(seq. 103),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c02471/seq12.jpg,hou02614c02471,seq12.jpg,(seq. 12),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00303/seq11.jpg,hou02614c00303,seq11.jpg,(seq. 11),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00303/seq13.jpg,hou02614c00303,seq13.jpg,(seq. 13),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00303/seq15.jpg,hou02614c00303,seq15.jpg,(seq. 15),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00303/seq72.jpg,hou02614c00303,seq72.jpg,(seq. 72),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq2.jpg,hou02614c00304,seq2.jpg,(seq. 2),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq12.jpg,hou02614c00304,seq12.jpg,(seq. 12),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq13.jpg,hou02614c00304,seq13.jpg,(seq. 13),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq14.jpg,hou02614c00304,seq14.jpg,(seq. 14),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq15.jpg,hou02614c00304,seq15.jpg,(seq. 15),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq16.jpg,hou02614c00304,seq16.jpg,(seq. 16),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq17.jpg,hou02614c00304,seq17.jpg,(seq. 17),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq26.jpg,hou02614c00304,seq26.jpg,(seq. 26),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq60.jpg,hou02614c00304,seq60.jpg,(seq. 60),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq83.jpg,hou02614c00304,seq83.jpg,(seq. 83),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq86.jpg,hou02614c00304,seq86.jpg,(seq. 86),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq92.jpg,hou02614c00304,seq92.jpg,(seq. 92),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq96.jpg,hou02614c00304,seq96.jpg,(seq. 96),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq99.jpg,hou02614c00304,seq99.jpg,(seq. 99),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq104.jpg,hou02614c00304,seq104.jpg,(seq. 104),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq105.jpg,hou02614c00304,seq105.jpg,(seq. 105),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq108.jpg,hou02614c00304,seq108.jpg,(seq. 108),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00307/seq42.jpg,hou02614c00307,seq42.jpg,(seq. 42),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00307/seq70.jpg,hou02614c00307,seq70.jpg,(seq. 70),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq39.jpg,hou02614c00309,seq39.jpg,(seq. 39),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq42.jpg,hou02614c00309,seq42.jpg,(seq. 42),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq60.jpg,hou02614c00309,seq60.jpg,(seq. 60),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq62.jpg,hou02614c00309,seq62.jpg,(seq. 62),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq63.jpg,hou02614c00309,seq63.jpg,(seq. 63),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq64.jpg,hou02614c00309,seq64.jpg,(seq. 64),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq68.jpg,hou02614c00309,seq68.jpg,(seq. 68),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq69.jpg,hou02614c00309,seq69.jpg,(seq. 69),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq73.jpg,hou02614c00309,seq73.jpg,(seq. 73),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq75.jpg,hou02614c00309,seq75.jpg,(seq. 75),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq87.jpg,hou02614c00309,seq87.jpg,(seq. 87),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq88.jpg,hou02614c00309,seq88.jpg,(seq. 88),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq109.jpg,hou02614c00309,seq109.jpg,(seq. 109),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq112.jpg,hou02614c00309,seq112.jpg,(seq. 112),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq113.jpg,hou02614c00309,seq113.jpg,(seq. 113),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq117.jpg,hou02614c00309,seq117.jpg,(seq. 117),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq119.jpg,hou02614c00309,seq119.jpg,(seq. 119),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00310/seq37.jpg,hou02614c00310,seq37.jpg,(seq. 37),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00312/seq1.jpg,hou02614c00312,seq1.jpg,(seq. 1),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00312/seq58.jpg,hou02614c00312,seq58.jpg,(seq. 58),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00313/seq69.jpg,hou02614c00313,seq69.jpg,(seq. 69),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00314/seq21.jpg,hou02614c00314,seq21.jpg,(seq. 21),I. Manuscripts,B. Pragmatism,diagram_mixed
../../data/raw/Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00314/seq62.jpg,hou02614c00314,seq62.jpg,(seq. 62),I. Manuscripts,B. Pragmatism,diagram_mixed
