ID,Image Path,Canvas Label,Filename,Predicted Label
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq148.jpg,(seq. 148),seq148.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq149.jpg,(seq. 149),seq149.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq150.jpg,(seq. 150),seq150.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq151.jpg,(seq. 151),seq151.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq153.jpg,(seq. 153),seq153.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq154.jpg,(seq. 154),seq154.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq155.jpg,(seq. 155),seq155.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq202.jpg,(seq. 202),seq202.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq204.jpg,(seq. 204),seq204.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq205.jpg,(seq. 205),seq205.jpg,diagram
hou02614c00285,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00285/seq206.jpg,(seq. 206),seq206.jpg,cover
hou02614c00290,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00290/seq68.jpg,(seq. 68),seq68.jpg,diagram
hou02614c00290,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00290/seq86.jpg,(seq. 86),seq86.jpg,diagram
hou02614c00290,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00290/seq90.jpg,(seq. 90),seq90.jpg,diagram
hou02614c00290,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00290/seq91.jpg,(seq. 91),seq91.jpg,diagram
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq1.jpg,(seq. 1),seq1.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq2.jpg,(seq. 2),seq2.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq95.jpg,(seq. 95),seq95.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq96.jpg,(seq. 96),seq96.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq97.jpg,(seq. 97),seq97.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq98.jpg,(seq. 98),seq98.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq143.jpg,(seq. 143),seq143.jpg,diagram
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq199.jpg,(seq. 199),seq199.jpg,cover
hou02614c00299,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00299/seq200.jpg,(seq. 200),seq200.jpg,cover
